整租 | 胜辛南路800号办公楼 1室1厅1卫 1598元月,胜辛南路800号办公楼,1598,https://sh.58.com/zufang/44711228597656x.shtml
整租 | 翔瑞新苑(东区) 两房全明，看房随时 配套齐全,翔瑞新苑(东区),3800,https://sh.58.com/zufang/44499748973064x.shtml
整租 | 外冈新苑(南区) 2室1厅1卫 1600元毛坯月 6,外冈新苑(南区),1600,https://sh.58.com/zufang/44266735327384x.shtml
整租 | 安亭财富广场(南楼) 1室1厅1卫,安亭财富广场(南楼),1200,https://sh.58.com/zufang/44698098459658x.shtml
整租 | 旭辉华庭(公寓住宅) 2室2厅1卫 3200元月 精,旭辉华庭(公寓住宅),3200,https://sh.58.com/zufang/44621350843939x.shtml
整租 | 大宅风范城位于鹤望路365弄67平方两房一厅月租48,大宅风范城,5200,https://sh.58.com/zufang/44622450340751x.shtml
整租 | 江桥万达整租，地铁口，独立厨卫，押一付一，随时看房,丰盛雅苑(别墅),1500,https://sh.58.com/zufang/44733989311903x.shtml
单间 | 翔瑞新苑(北区) 1室0厅0卫 其他 北,翔瑞新苑(北区),800,https://sh.58.com/hezu/44721882224548x.shtml
整租 | 近地铁口 精装一室户 家电全新 车位充足 交通便利,嘉利坊,3300,https://sh.58.com/zufang/44731921240077x.shtml
单间 | 紫荆四村 3室1厅1卫 1100元月 精装修 电梯房,紫荆四村,1100,https://sh.58.com/hezu/43970831265420x.shtml
整租 | 爱德佳苑 驴妈妈首推,爱德佳苑(一期),1580,https://sh.58.com/zufang/44267414802444x.shtml
整租 | 旺座新天地 1室1厅1卫,旺座新天地,2844,https://sh.58.com/zufang/44721765470469x.shtml
单间 | 3户全空房 蛋壳违约与房东直签合同 水电民用 押一付,泰宸沙河茗苑,2550,https://sh.58.com/hezu/44722941846548x.shtml
整租 | 个人整租，宝龙广场旁，生活便利，精装全配，宜家风格，,风荷丽景尚城(西区),1650,https://sh.58.com/zufang/44525272691619x.shtml
整租 | 11号线安亭整租1室适合白领情侣 房租月付无压力 拎,世昶生活广场,1200,https://sh.58.com/zufang/44632118697253x.shtml
整租 | 银凯南华公寓 1室0厅1卫,银凯南华公寓,1550,https://sh.58.com/zufang/44570076805666x.shtml
整租 | 轻纺公寓 1室1厅1卫 1950元月 南北通透 精装,轻纺公寓,1950,https://sh.58.com/zufang/44512160254487x.shtml
单间 | 实拍现房！年底找我租房特价优惠，带上需求预算私聊我！,嘉海雅苑(东区),1000,https://sh.58.com/hezu/44697200334728x.shtml
单间 | 房东着急出租 可短租 可短租 随时看房 房租一个月一,日月光伯爵天地鼎固君庭,990,https://sh.58.com/hezu/44643000228127x.shtml
整租 | 练祁佳城盛蔷坊 2室1厅1卫,练祁佳城盛蔷坊,2000,https://sh.58.com/zufang/44721550812551x.shtml
整租 | 精装全配品质小区环境优美生活方便 交通便利拎包入住,龙湖郦城(西区公寓住宅),3900,https://sh.58.com/zufang/44124411335563x.shtml
整租 | 嘉城幸福湾 正三房出租 精装全配 拎包入住 随时看房,嘉城幸福港,5550,https://sh.58.com/zufang/44247866588452x.shtml
整租 | 中建溪岸澜庭 近印象城地铁站小三房高区楼层 配套齐全,中建溪岸澜庭,4500,https://sh.58.com/zufang/44624448967565x.shtml
单间 | 水岸金桥苑 2室2厅1卫 次卧 北,水岸金桥苑,2300,https://sh.58.com/hezu/44700267553300x.shtml
整租 | 吴杨东路439号靠星华公路路口新装修房屋出租,红光公寓,1000,https://sh.58.com/zufang/44742390052634x.shtml
整租 | 豪华装修1房 家具家电全新 拎包即住 实拍图片看房随,绿地新江桥城(东区),4000,https://sh.58.com/zufang/42777671106573x.shtml
整租 | 豪华住宅  精装全配  家电齐全  复古风格 看房随,中星海上名豪苑(1001...,5500,https://sh.58.com/zufang/44247866569090x.shtml
单间 | 天禧嘉苑(东区) 3室2厅2卫 次卧 南,天禧嘉苑(东区),1380,https://sh.58.com/hezu/44580815763226x.shtml
整租 | 做事要诚心才是长久之计！门口地铁，对面万达广场！,金沙缘圆宝邸,5500,https://sh.58.com/zufang/44677181073309x.shtml
整租 | 小区环境优美  家电全新 南北通透 价格可议 随时看,嘉城爱琴海,8500,https://sh.58.com/zufang/44247866571271x.shtml
单间 | 曹江公寓 5室1厅3卫 次卧 北,曹江公寓,1500,https://sh.58.com/hezu/44311495059617x.shtml
整租 | 绿地嘉尚国际广场精装1室1厨1卫面积59.28,绿地嘉尚国际广场,2000,https://sh.58.com/zufang/44313495858344x.shtml
整租 | 光明D9空间 美丽湖景房 小区环境优雅 靠近宝龙 购,光明D9空间,2900,https://sh.58.com/zufang/42520298139545x.shtml
整租 | 近安亭地铁站温馨一居室，装修奈斯，适合情侣和单身住可,世昶生活广场,1300,https://sh.58.com/zufang/44543599437968x.shtml
单间 | 水岸金桥苑 3室1厅1卫 次卧 南,水岸金桥苑,1700,https://sh.58.com/hezu/44736299868063x.shtml
整租 | 嘉城桃花岛香槟河畔(别墅) 2室1厅1卫 4000元,嘉城桃花岛香槟河畔(别墅...,4000,https://sh.58.com/zufang/43924693617668x.shtml
整租 | 地铁直达徐家汇 商圈好 购物方便 无中介费 看中入住,嘉峰汇财富广场,2560,https://sh.58.com/zufang/44524170720163x.shtml
整租 | 不收任何费用，封浜，黄渡性价比高的房源，可做饭,东华环球建材市场,800,https://sh.58.com/zufang/44742329296915x.shtml
整租 | 竹园公寓 2室 2厅1卫,竹园公寓,2600,https://sh.58.com/zufang/44736221753889x.shtml
整租 | 十一号线南翔站 新开业 高品质 整租 交通便利 配套,金地格林世界格林公馆(商...,2888,https://sh.58.com/zufang/44384519772194x.shtml
整租 | （真实） 外冈景苑 3室1厅1卫 2300元月 82,外冈景苑,2300,https://sh.58.com/zufang/44324441059622x.shtml
整租 | 水仙小区，精装全配，整租一室一厅，押一付一，房子漂亮,水仙小区,1800,https://sh.58.com/zufang/44742670485785x.shtml
整租 | 桂圆别墅(801弄) 1室0厅1卫,桂圆别墅(801弄),1000,https://sh.58.com/zufang/44705128438918x.shtml
整租 | 江桥镇真实图片价格丨押一付一丨拎包入住丨loft复试,绿地新江桥城(南区),1699,https://sh.58.com/zufang/44413356022308x.shtml
整租 | 近地铁站 兰棠佳苑 精装修大两房 可办居住证 南北通,兰棠佳苑,2400,https://sh.58.com/zufang/44733570123144x.shtml
整租 | 大众春盛苑 精装2房 家具家电齐全 靠近黄渡菜市 交,大众春盛苑(公寓住宅),2600,https://sh.58.com/zufang/44446791481384x.shtml
整租 | 日月光伯爵湾(一期) 3室 1厅2卫,日月光伯爵湾(一期),4000,https://sh.58.com/zufang/44736041989265x.shtml
整租 | 13号线金运路，正规1室1厅，朝南阳光好，付一押一，,泰宸复兴苑,2700,https://sh.58.com/zufang/44732817774601x.shtml
整租 | 心灵纯洁之人，生活充满甜蜜和喜悦！来这里就对了，家居,富友嘉园(南区),1650,https://sh.58.com/zufang/44115051994128x.shtml
单间 | 带卫生间煤气做饭，曹安路封浜农业银行后面,杨柳社区,1200,https://sh.58.com/hezu/34651199674796x.shtml
单间 | 右岸嘉园 2室1厅1卫 主卧 南,右岸嘉园,1280,https://sh.58.com/hezu/44633569953936x.shtml
整租 | 13号线 地铁直达长寿路 品牌公寓直租 家具齐全拎包,高潮新苑,2610,https://sh.58.com/zufang/44524545450402x.shtml
整租 | 嘉定宝龙广场 对面 精装 两房 两卫 新出 看房随时,光明D9空间,3300,https://sh.58.com/zufang/44314825150109x.shtml
整租 | 11号线 嘉定西附近 一室一厅整租 押一付一 随时看,练祁佳城永泰嘉苑(608...,2000,https://sh.58.com/zufang/44668938143399x.shtml
单间 | 嘉城幸福港 3室1厅1卫 主卧 南,嘉城幸福港,1500,https://sh.58.com/hezu/44735426812712x.shtml
单间 | 单间|超值好房 开机地铁口 生活方便 看中可谈,绿地新江桥城(东区),2300,https://sh.58.com/hezu/43882112366741x.shtml
单间 | 丰庄路 丰庄一村 精装主卧带阳台带独卫  能做饭 拎,丰庄一村,2500,https://sh.58.com/hezu/44688953588104x.shtml
整租 | 南翔精装大一房 精装一房 急售 手慢无 可拎包入住,翔瑞新苑(东区),3150,https://sh.58.com/zufang/43572938336294x.shtml
整租 | 黄沈村 2室1厅1卫,黄沈村,2000,https://sh.58.com/zufang/44676225489192x.shtml
整租 | 龙湖天璞 简装全配 看房方便 中间楼层 环境优美,龙湖天璞,5600,https://sh.58.com/zufang/44237562915467x.shtml
整租 | 整租，阳光房，独立厨卫，精装，可短租，月付，随时看房,胜辛南路800号办公楼,1500,https://sh.58.com/zufang/44721913157637x.shtml
单间 | 地铁十三号线金运路 近万达广场朝南大卧室 带阳台 独,绿地新江桥城(南区),2900,https://sh.58.com/hezu/44303799518235x.shtml
整租 | 白金涟庭 5室3厅4卫,白金涟庭,14000,https://sh.58.com/zufang/44735350847899x.shtml
整租 | 非中介 精装一室户 独立厨卫 可短租 拎包入住 随时,胜辛南路800号办公楼,1664,https://sh.58.com/zufang/44699055327876x.shtml
整租 | 11号线安亭地铁口 精装一室户 拎包入住 随时看房,紫荆二村,1388,https://sh.58.com/zufang/44366778319774x.shtml
整租 | 金沙缘圆宝邸 2室1厅1卫,金沙缘圆宝邸,4300,https://sh.58.com/zufang/44735238732563x.shtml
单间 | 来电即看 安亭 和亭佳苑 性价比高 押一付一 带飘窗,和亭佳苑,850,https://sh.58.com/hezu/44743201967505x.shtml
整租 | 新出2房 电梯中区 精装全配拎包入住 近地铁13号线,嘉宝都市港湾(二期),7700,https://sh.58.com/zufang/43549937157530x.shtml
整租 | 整租一室户，民用水电，近地铁和万达，手机实拍视频，拎,澜茵华庭(东区),2600,https://sh.58.com/zufang/44737785139099x.shtml
单间 | 上海院子(别墅) 4室0厅3卫 主卧 北,上海院子(别墅),1100,https://sh.58.com/hezu/44604163018375x.shtml
整租 | 虹翔公寓 地铁口 印象城 精装全配 拎包即住 本周必,虹翔公寓,3700,https://sh.58.com/zufang/43251895967523x.shtml
整租 | 封浜 全配 独立卫生间，空调，独户,东华环球建材市场,800,https://sh.58.com/zufang/44742329004177x.shtml
单间 | 绿地海域苏河源精装单间，押一付一，家电齐全，燃气做饭,绿地海域苏河源(二期),650,https://sh.58.com/hezu/44101977929745x.shtml
单间 | 浏翔花苑 1室1厅1卫 主卧 南,浏翔花苑,1500,https://sh.58.com/hezu/44678090862723x.shtml
单间 | 鼎固华庭 单间出租，民用水电，押一付一，800元月！,日月光伯爵湾(一期),800,https://sh.58.com/hezu/44533686581525x.shtml
整租 | 金丰新村，房东收次出租，邻近十三号线丰庄路地铁口，拎,金丰新村,3800,https://sh.58.com/zufang/44690072625694x.shtml
单间 | 昌吉东路地铁站  上海派  拎包入住 押一付一,路劲上海派Ⅱ盛世景庭,750,https://sh.58.com/hezu/44456601322398x.shtml
单间 | 嘉宝梦之缘景庭(东区) 3室1厅1卫 其他 北,嘉宝梦之缘景庭(东区),850,https://sh.58.com/hezu/44676529116185x.shtml
整租 | 急租 急租 急租 重要的事情说三遍 房租直降300,嘉福坊,3600,https://sh.58.com/zufang/44643351930519x.shtml
单间 | 出租放心，求租安心 省时省力又放心 绝无虚假 真实价,日月光伯爵天地城市华庭,1200,https://sh.58.com/hezu/44665939643650x.shtml
整租 | 高档无忧无虑的社区 环境优雅 干净整洁 随时入住！,光明D9空间,3000,https://sh.58.com/zufang/44720743645580x.shtml
单间 | 胜悦嘉苑(东苑) 3室1厅2卫 主卧 南,胜悦嘉苑(东苑),1599,https://sh.58.com/hezu/44621169096334x.shtml
整租 | 国悦真盘，假一赔贰佰全新装修 家电全配 可办居住证,白银时代尚苑(二期),4600,https://sh.58.com/zufang/44687240305056x.shtml
整租 | 黄渡大众春盛苑精装超大3房2厅 晚上实拍图 可随时看,大众春盛苑(公寓住宅),3600,https://sh.58.com/zufang/44700622467992x.shtml
整租 | 手机实拍房源 精装两房两厅近地铁万达广场 看房随时拎,澜茵华庭(西区),4500,https://sh.58.com/zufang/44742806949920x.shtml
单间 | 马陆街248弄小区 3室1厅1卫 主卧 南,马陆街248弄小区,1150,https://sh.58.com/hezu/44449950040968x.shtml
整租 | 新 出 特 价房！万达 独立1室户 装修好 拎包住,大宅风范城,2000,https://sh.58.com/zufang/43604956369154x.shtml
整租 | 风荷丽景精装两房 价格优惠 配置齐全 近宝龙商业广场,风荷丽景尚城(西区),3800,https://sh.58.com/zufang/44744042226189x.shtml
单间 | 可！办！居！住  精装单间 带独卫 带阳台 拎包入住,深城投十一街区(西区),1505,https://sh.58.com/hezu/43150447710742x.shtml
单间 | 西上海御庭(曹安景林苑) 3室2厅2卫 次卧 南,西上海御庭(曹安景林苑),900,https://sh.58.com/hezu/44380545303817x.shtml
整租 | 天禧小两房精装全配拎包入住,天禧嘉苑(西区),3500,https://sh.58.com/zufang/44402213793153x.shtml
整租 | 嘉定区曹安公路4068号东华环球建材市场边19号桥,东华环球建材市场,800,https://sh.58.com/zufang/44742328898977x.shtml
整租 | 嘉定新城地铁口精装修一室 医院对面，实景实图 看房方,合景理想家,2300,https://sh.58.com/zufang/44588095712142x.shtml
单间 | 金沙湾绿地和苑(一期) 4室0厅2卫 次卧 东南,金沙湾绿地和苑(一期),1100,https://sh.58.com/hezu/44714279128610x.shtml
整租 | 可押一付一，豪华装修，车位充足，配置全新，采光好，拎,嘉利坊,3200,https://sh.58.com/zufang/44655043066906x.shtml
整租 | 丰庄一村，新上好房，邻近丰庄路商业街，精装全配，拎包,丰庄一村,3800,https://sh.58.com/zufang/44678024689041x.shtml
单间 | 大飘窗，精致单人间，民用水电可做饭，包宽带，非中介不,日月光伯爵天地鼎固君庭,990,https://sh.58.com/hezu/44632988437125x.shtml
单间 | 德华三村 3室1厅1卫 次卧 南,德华三村,1500,https://sh.58.com/hezu/44711788639912x.shtml
整租 | 近陈翔站！翔瑞新苑(东区) 精装四房出租！价格实惠！,翔瑞新苑(东区),5500,https://sh.58.com/zufang/44103704031881x.shtml
整租 | 封浜，白菜价一房，包水费，随时看房，拎包入住！,乡思路60弄小区,2500,https://sh.58.com/zufang/44743522193153x.shtml
单间 | 胜悦嘉苑(西苑) 3室1厅1卫 次卧 北,胜悦嘉苑(西苑),1000,https://sh.58.com/hezu/44702347266848x.shtml
单间 | 直租地铁口精装好房出租 拎包入住 可短租可办居住证,日月光伯爵天地汇景华庭,1090,https://sh.58.com/hezu/44602621470858x.shtml
整租 | 小区楼皇位置 三房都带飘窗 房型正气 与学校面对面！,保利星海屿筑(南区),6000,https://sh.58.com/zufang/44445259316259x.shtml
整租 | 银翔新村 2室2厅1卫 3800元月 72平 配套齐,银翔新村,3800,https://sh.58.com/zufang/44610039104391x.shtml
整租 | 江桥一村 1室1厅1卫,江桥一村,3100,https://sh.58.com/zufang/44720804659733x.shtml
单间 | 紫荆二村 3室1厅1卫 1000元月 南北通透 配套,紫荆二村,1000,https://sh.58.com/hezu/43970816427024x.shtml
整租 | 未来城商业街对面 一房精装修 家具家电齐全 2800,丽江佳苑,2800,https://sh.58.com/zufang/44017787430929x.shtml
整租 | 年底优惠特价房！无中介!精装全配， 南北通透阳光房,佳飞商务楼,1200,https://sh.58.com/zufang/44401534856201x.shtml
单间 | 五一新村 3室2厅2卫 次卧 北,五一新村,1300,https://sh.58.com/hezu/44710000890141x.shtml
整租 | 嘉定万达，马陆大融城，南翔商圈，整租一室户，可月付，,胜辛南路800号办公楼,1500,https://sh.58.com/zufang/44621190829600x.shtml
整租 | 海伦堡海伦广场 2房  配套齐全 近地铁11号线 大,海伦堡海伦广场,3000,https://sh.58.com/zufang/44522712116775x.shtml
整租 | 不收任何费用 万达复试楼豪装 地铁附近配套成熟 55,嘉定万达广场(商住楼),5500,https://sh.58.com/zufang/44414270365595x.shtml
整租 | 金沙缘圆宝邸 2室1厅1卫,金沙缘圆宝邸,4300,https://sh.58.com/zufang/44712870193805x.shtml
整租 | 近地铁十一号线嘉定新城地铁站， 生活舒适 设施齐全，,合景峰汇,2799,https://sh.58.com/zufang/43939310277153x.shtml
单间 | 丰庄菜市场 志能新苑 朝北次卧带厨房带淋浴急租 拎包,志能新苑,1800,https://sh.58.com/hezu/44656321087392x.shtml
整租 | 封浜精装修全配独立卫生间可做饭公寓，,星华公路1572号小区,950,https://sh.58.com/zufang/42851445736993x.shtml
单间 | 迎园新村三坊 2室1厅1卫 其他 北,迎园新村三坊,900,https://sh.58.com/hezu/42456198939778x.shtml
整租 | 出门地铁口 装修洋溢青春气息  铸造爱的港湾,金沙缘圆宝邸,3600,https://sh.58.com/zufang/44010035664008x.shtml
整租 | 11号线南翔地铁口，精装两房，交通便捷，生活方便。,中冶祥腾城市佳园(二期),4800,https://sh.58.com/zufang/44687169081989x.shtml
整租 | 金运路13号线 万达广场对面 大宅风范城 独立1室户,大宅风范城,1950,https://sh.58.com/zufang/43629002381085x.shtml
单间 | 上城名都(公寓住宅) 3室1厅1卫 次卧 北,上城名都(公寓住宅),850,https://sh.58.com/hezu/44720599694476x.shtml
