<<<<<<< HEAD
<<<<<<< HEAD
﻿整租 | 租房 龙华清湖双地铁 ，全新家具拎包入住，有全新公共,弓村二区,3060,https://sz.58.com/zufang/45364952983707x.shtml,经度,纬度
整租 | 大融城旁边两室出租， 周边配套齐全 ，实地拍照，看房,育兰二村,3000,https://sh.58.com/zufang/44523253141921x.shtml,121.473701,31.230416
单间 | 天际蓝桥 3室1厅1卫 主卧 南,天际蓝桥,2100,https://sh.58.com/hezu/44145565875603x.shtml,121.473701,31.230416
整租 | 全南户型，6月底拎包入住。豪华硬装带暖气  看房提前,恒大御景湾,6000,https://sh.58.com/zufang/44423394859018x.shtml,121.473701,31.230416
整租 | 玩的就是心跳，搞的就是价格，真实付一押一，独立整租一,瑞和云庭壹街区,1664,https://sh.58.com/zufang/44477989755935x.shtml,121.473701,31.230416
整租 | 我是房东 独立厨卫可以烧饭，家具家电全配 1个月短租,北虹桥协通科技大厦,1344,https://sh.58.com/zufang/44702146727431x.shtml,121.473701,31.230416
单间 | 嘉秀新苑 3室2厅1卫 主卧 朝南,嘉秀新苑,2100,https://sh.58.com/hezu/44145628583708x.shtml,121.473701,31.230416
单间 | 地铁13号口  全新精装  主卧朝南 独厨独卫  2,绿地新江桥城(西区),2500,https://sh.58.com/hezu/43882218707990x.shtml,121.473701,31.230416
整租 | 旭辉U天地 2室2厅1卫 3800元月 48平 精装,旭辉U天地,3800,https://sh.58.com/zufang/44134913506065x.shtml,121.473701,31.230416
单间 | 金沙湾绿地和苑(一期) 3室1厅2卫 主卧 南,金沙湾绿地和苑(一期),1380,https://sh.58.com/hezu/44732088174217x.shtml,121.473701,31.230416
整租 | 曹安公路精装修独立卫生间可做饭公寓,东华环球建材市场,800,https://sh.58.com/zufang/44255666963604x.shtml,121.473701,31.230416
整租 | 南北通透精装修 沃尔玛附近，临近江桥老街 家具齐全拎,中星海兰苑,5000,https://sh.58.com/zufang/44488326814987x.shtml,121.473701,31.230416
整租 | AAA光明D9空间 天蓝水绿 看房绝配 AAAAAA,光明D9空间,2888,https://sh.58.com/zufang/44742295146894x.shtml,121.473701,31.230416
单间 | 上海院子(别墅) 3室3厅3卫 其他 南,上海院子(别墅),500,https://sh.58.com/hezu/44568407225620x.shtml,121.473701,31.230416
整租 | 彩窝公寓嘉定北地铁口日月光商场楼上，押一付一，家电全,日月光伯爵天地鼎固君庭,2950,https://sh.58.com/zufang/43847896856219x.shtml,121.473701,31.230416
整租 | 蔚来 上汽 同济大学 一个月起租 独立厨卫 精装全配,西上海君廷,1600,https://sh.58.com/zufang/44543726272920x.shtml,121.473701,31.230416
单间 | 轻纺市场附近 嘉福坊 精装次卧带独卫急租 拎包入住,嘉福坊,2500,https://sh.58.com/hezu/44656147192479x.shtml,121.473701,31.230416
单间 | 中星海兰苑 3室1厅1卫 主卧 朝南,中星海兰苑,1100,https://sh.58.com/hezu/44719862164123x.shtml,121.473701,31.230416
"整租 | 曹安公路精装修独立卫生间可做饭公寓,",东华环球建材市场,800,https://sh.58.com/zufang/36398524354186x.shtml,121.473701,31.230416
整租 | 0中介！南翔地铁站附近 豪华装修 签一年送一个月！押,金地格林春晓,2658,https://sh.58.com/zufang/44736176442882x.shtml,121.473701,31.230416
整租 | 精装整租一室户，好房出租，押一付一，可短租，0中介,胜辛南路800号办公楼,1500,https://sh.58.com/zufang/44587989960081x.shtml,121.473701,31.230416
整租 | 翔和雅苑(一区) 2室1厅1卫,翔和雅苑(一区),4000,https://sh.58.com/zufang/44704781660835x.shtml,121.473701,31.230416
整租 | 品牌公寓！非中介！独立厨卫！月付！可短租！随时看房！,胜辛南路800号办公楼,1664,https://sh.58.com/zufang/44742662079656x.shtml,121.473701,31.230416
整租 | 包桥小区，南北通透，嘉定区澄浏中路，押一付一，随时看,包桥小区,1100,https://sh.58.com/zufang/44301132645506x.shtml,121.473701,31.230416
整租 | 11号线近安亭地铁口  一室一厅  价格便宜 押一付,水仙小区,1350,https://sh.58.com/zufang/44743063310228x.shtml,121.473701,31.230416
单间 | 翔和雅苑(三区) 2室1厅1卫 主卧 南,翔和雅苑(三区),700,https://sh.58.com/hezu/44621115889959x.shtml,121.473701,31.230416
整租 | 精装公寓Loft复式  诚意价格 押一付一 随时拎包,佳飞商务楼,1500,https://sh.58.com/zufang/44325884473893x.shtml,121.473701,31.230416
整租 | 房东降价急租，近中环百联，精装一房，拎包入住，看房随,真建七街坊,3300,https://sh.58.com/zufang/44724097078045x.shtml,121.473701,31.230416
整租 | 黄渡大众春盛苑精装3房2厅 精装全配 有钥匙随时看房,大众春盛苑(公寓住宅),3500,https://sh.58.com/zufang/44590051014425x.shtml,121.473701,31.230416
单间 | 天禧嘉苑(西区) 3室1厅1卫 次卧 南,天禧嘉苑(西区),1100,https://sh.58.com/hezu/44698247139074x.shtml,121.473701,31.230416
整租 | 龙湖郦城(商住楼)便宜1室出炉，精装全配，看房随时,龙湖郦城(商住楼),2600,https://sh.58.com/zufang/44656799702024x.shtml,121.473701,31.230416
整租 | 玉兰精装一室户  家电家具全配  可办居住证 拎包即,玉兰一村,1600,https://sh.58.com/zufang/44643316792339x.shtml,121.473701,31.230416
"整租 | 海伦堡海伦广场,近嘉定新城地铁，万达广场，精装修，交",海伦堡海伦广场,2600,https://sh.58.com/zufang/44637325147266x.shtml,121.473701,31.230416
单间 | 泰宸沙河茗苑 3室1厅1卫 主卧 南,泰宸沙河茗苑,2100,https://sh.58.com/hezu/44724103670814x.shtml,121.473701,31.230416
整租 | 嘉定西附近 一室一厅 押一付一 随时看房入住 精装修,练祁佳城嘉盛园(三期),2000,https://sh.58.com/zufang/44668886546059x.shtml,121.473701,31.230416
整租 | 金丰新村，精装修两房，邻近十三号线丰庄路地铁站，有钥,金丰新村,4600,https://sh.58.com/zufang/44690109816207x.shtml,121.473701,31.230416
整租 | 嘉定上影广场2室2厅1卫 2500元月 配套齐全看房,嘉定上影商业广场,2600,https://sh.58.com/zufang/44521640619420x.shtml,121.473701,31.230416
单间 | 魔方社区 2室1厅2卫 次卧 北,魔方社区,1400,https://sh.58.com/hezu/44715669464487x.shtml,121.473701,31.230416
单间 | 绿地海域苏河源独卫，押一付一，3室1厅1卫 680元,绿地海域苏河源(一期公寓...,680,https://sh.58.com/hezu/44201007154458x.shtml,121.473701,31.230416
整租 | 精装修两房，通煤气公寓，可养宠物，小区自带商业，停车,红土天阶,2700,https://sh.58.com/zufang/44701106879901x.shtml,121.473701,31.230416
整租 | 远香舫嘉苑精装原始两房   通燃气   房东急租,远香舫嘉苑,3800,https://sh.58.com/zufang/44415241198596x.shtml,121.473701,31.230416
整租 | 首创旭辉城(二期公寓住宅) 3室2厅1卫,首创旭辉城(二期公寓住宅...,3600,https://sh.58.com/zufang/44723660756751x.shtml,121.473701,31.230416
整租 | 高档写字楼，免租期1个月，1.8元平可办公，可做任何,中冶祥腾城市广场,13000,https://sh.58.com/zufang/44687240994571x.shtml,121.473701,31.230416
整租 | 曹安公路东华环球独立卫生间房子出租,黄渡镇联西村,800,https://sh.58.com/zufang/44515097239962x.shtml,121.473701,31.230416
整租 | 嘉定宝龙城市广场 1室0厅1卫,嘉定宝龙城市广场,2200,https://sh.58.com/zufang/44723598681864x.shtml,121.473701,31.230416
整租 | 特价整租一室户丨近江桥万达丨真实图片价格丨押一付一丨,绿地新江桥城(南区),1699,https://sh.58.com/zufang/44279927853452x.shtml,121.473701,31.230416
整租 | 黄渡润渡佳苑精装2房全配 南北通透好楼层 可随时看房,润渡佳苑(西区),3000,https://sh.58.com/zufang/44081153051545x.shtml,121.473701,31.230416
整租 | 月付 不收中介非 拎包入住 可短租一个月,中童巴比尼,999,https://sh.58.com/zufang/44712856723740x.shtml,121.473701,31.230416
整租 | 金沙缘圆宝邸 2室1厅1卫,金沙缘圆宝邸,4300,https://sh.58.com/zufang/44712870193805x.shtml,121.473701,31.230416
整租 | 中海物业直租，开发商统一装修，无租客，高品质小区，出,西环中心星信名邸,7800,https://sh.58.com/zufang/44348910572071x.shtml,121.473701,31.230416
整租 | 嘉宝都市港湾二期，精装修电梯两房两厅，十三号线丰庄站,嘉宝都市港湾(二期),6000,https://sh.58.com/zufang/44666952448262x.shtml,121.473701,31.230416
整租 | 森林公馆(东区) 2室2厅1卫 4700元月 守次出,森林公馆(东区),4700,https://sh.58.com/zufang/44488312173072x.shtml,121.473701,31.230416
单间 | 迎园新村三坊 2室1厅1卫 其他 北,迎园新村三坊,900,https://sh.58.com/hezu/42456198939778x.shtml,121.473701,31.230416
整租 | 近利群医院金鼎学校，精装两房，配套好交通便利，价格低,真新新村嘉德坊,5800,https://sh.58.com/zufang/44699290379299x.shtml,121.473701,31.230416
单间 | 嘉城雅颂湾 2室1厅1卫 1800元月 南北通透 精,嘉城雅颂湾,2000,https://sh.58.com/hezu/43924727413907x.shtml,121.473701,31.230416
整租 | 润渡佳苑 靠近博园路 精装2房出租家具家电齐全 看房,润渡佳苑(西区),2700,https://sh.58.com/zufang/44424395301282x.shtml,121.473701,31.230416
单间 | 上城名都(公寓住宅) 3室1厅1卫 次卧 北,上城名都(公寓住宅),850,https://sh.58.com/hezu/44720599694476x.shtml,121.473701,31.230416
整租 | 近地铁金运路，江桥万达广场，手机实拍，另有宿舍，多套,大宅风范城,5000,https://sh.58.com/zufang/44512399372834x.shtml,121.473701,31.230416
整租 | 宝龙广场旁 精装两房 没办过暂住证 可配合上学 看房,风荷丽景尚城(西区),4200,https://sh.58.com/zufang/44445416865410x.shtml,121.473701,31.230416
整租 | 双佳翠挺位于1118弄59平一房一厅月租4200,金鹤新城双佳翠庭,4200,https://sh.58.com/zufang/44634663795495x.shtml,121.473701,31.230416
整租 | 胜悦嘉苑(东苑) 2室2厅1卫,胜悦嘉苑(东苑),3600,https://sh.58.com/zufang/44544149858201x.shtml,121.473701,31.230416
整租 | 嘉定西附近 绿地家苑 精装两房 民用水电 押一付一实,练祁佳城绿地家苑(355...,2300,https://sh.58.com/zufang/44527911122063x.shtml,121.473701,31.230416
整租 | 全新装修可办居住证真光小学高陵菜市场看房随时拎包住,嘉利坊,3300,https://sh.58.com/zufang/44665582488470x.shtml,121.473701,31.230416
整租 | 精装整租一室户，好房出租，押一付一，可短租，0中介,胜辛南路800号办公楼,1500,https://sh.58.com/zufang/44599554820639x.shtml,121.473701,31.230416
整租 | 龙湖天璞 3室2厅2卫,龙湖天璞,7800,https://sh.58.com/zufang/44720548139686x.shtml,121.473701,31.230416
单间 | 11号线马路地铁站  精装单间 带独卫 带阳台 拎包,深城投十一街区(西区),1326,https://sh.58.com/hezu/43074757740162x.shtml,121.473701,31.230416
整租 | 新城金郡，自住装修，拎包入住，随时看房，精装全配，中,新城金郡(二期南区商住楼...,2600,https://sh.58.com/zufang/44150203694725x.shtml,121.473701,31.230416
整租 | 大宅新出四室一厅二卫超大房间近地铁万达广场可做员工宿,大宅风范城,6000,https://sh.58.com/zufang/44742926139679x.shtml,121.473701,31.230416
单间 | 上城名都(公寓住宅) 3室1厅1卫 次卧 西北,上城名都(公寓住宅),1000,https://sh.58.com/hezu/44720530870814x.shtml,121.473701,31.230416
整租 | 精美直租公寓 无中介 价格实在 年底半年特价 预约看,绿地清猗园(一期),2610,https://sh.58.com/zufang/44524561476866x.shtml,121.473701,31.230416
整租 | 手机实拍房源，近地铁金运路和万达，真盘实价，可做员工,大宅风范城,6500,https://sh.58.com/zufang/44737692312590x.shtml,121.473701,31.230416
整租 | 嘉定西地铁站附近 一室一厅整租 押一付一 水电民用,练祁佳城绿地家苑(355...,2100,https://sh.58.com/zufang/44668994383907x.shtml,121.473701,31.230416
单间 | 外冈新苑(南区) 2室1厅1卫 主卧 南,外冈新苑(南区),750,https://sh.58.com/hezu/44708706567581x.shtml,121.473701,31.230416
整租 | 地铁口精装两房南北通透湖景房业主自住商圈齐全！,新城金郡M11金座,2800,https://sh.58.com/zufang/44280233498404x.shtml,121.473701,31.230416
整租 | 临近地铁，联排别墅，带地下室，花园，可办公，可居家，,上隽嘉苑(别墅),9800,https://sh.58.com/zufang/44734372983833x.shtml,121.473701,31.230416
整租 | 一口价毛坯房！！！带车位！！！南北双阳台！！视野非常,中星海上名豪苑御菁园,3800,https://sh.58.com/zufang/44634645220512x.shtml,121.473701,31.230416
单间 | 恒大名都 2室1厅1卫 主卧 南,恒大名都,2100,https://sh.58.com/hezu/44649210598563x.shtml,121.473701,31.230416
整租 | 光明D9空间精装两房有阳台晒衣服方便适合居家朝远香湖,光明D9空间,3800,https://sh.58.com/zufang/44744502650007x.shtml,121.473701,31.230416
整租 | 11号地铁马陆安高东方御府精装 3室2厅 南北通,安高东方名邸,5000,https://sh.58.com/zufang/44678799165979x.shtml,121.473701,31.230416
单间 | 恒大名都 3室1厅1卫 主卧 南,恒大名都,2100,https://sh.58.com/hezu/44566253588389x.shtml,121.473701,31.230416
单间 | 精致南次卧带飘窗，非隔断，押一付一 可短租。民用水电,日月光伯爵天地鼎固君庭,990,https://sh.58.com/hezu/44543445949569x.shtml,121.473701,31.230416
整租 | 好房新出！13号线 大宅风范城1室 精装修 拎包住直,大宅风范城,1950,https://sh.58.com/zufang/43934376880515x.shtml,121.473701,31.230416
整租 | 保利家园 三室整租 南北通透 押一付一 随时看房入住,保利家园(南区),3500,https://sh.58.com/zufang/44668907838608x.shtml,121.473701,31.230416
整租 | 龙湖郦城(西区公寓住宅) 3室1厅1卫,龙湖郦城(西区公寓住宅),4800,https://sh.58.com/zufang/44721198355484x.shtml,121.473701,31.230416
"整租 | 蠡家真实房屋,品质小屋，精装修，诚意出租",保利湖畔阳光苑(西区),4300,https://sh.58.com/zufang/44667396849935x.shtml,121.473701,31.230416
整租 | 中海小区物业直租，图片实拍。陈翔公路地铁口，南翔印象,西环中心星信名邸,5500,https://sh.58.com/zufang/44348910793623x.shtml,121.473701,31.230416
整租 | 东珠苑 1室1厅1卫 1950元月 电梯房 精装修,东珠苑,1950,https://sh.58.com/zufang/44501678243479x.shtml,121.473701,31.230416
单间 | 爱德佳苑(一期) 3室2厅2卫 次卧 南,爱德佳苑(一期),1600,https://sh.58.com/hezu/44598059240843x.shtml,121.473701,31.230416
整租 | 南翔二室一厅精装全配看房有钥匙，近地铁,海伦堡爱ME城市,3500,https://sh.58.com/zufang/44670408858511x.shtml,121.473701,31.230416
"整租 | 蠡家真实房屋,精装修,价格实惠,拎包入住",远香舫嘉苑,4300,https://sh.58.com/zufang/44667396775440x.shtml,121.473701,31.230416
整租 | 新出房源 独立1室 出门地铁口，万达华泰 精装修 拎,澜茵华庭(东区),2000,https://sh.58.com/zufang/43727683825689x.shtml,121.473701,31.230416
整租 | 绿地秋霞坊(公寓住宅) 3室1厅1卫,绿地秋霞坊(公寓住宅),4600,https://sh.58.com/zufang/44592796779556x.shtml,121.473701,31.230416
整租 | 安亭地铁口 成熟小区 精装一房出租 家具家电齐全 看,大名城名郡,1700,https://sh.58.com/zufang/44577279493407x.shtml,121.473701,31.230416
整租 | 近地铁十三号线  华泰中心大宅风范城 两室一厅精装修,大宅风范城,5000,https://sh.58.com/zufang/44313905791235x.shtml,121.473701,31.230416
整租 | 华江景城 大两房精装修 家具家电全  电梯高层 45,华江景城,4500,https://sh.58.com/zufang/44017787412896x.shtml,121.473701,31.230416
单间 | 白鹤小区 3室1厅1卫 其他 北,白鹤小区,1300,https://sh.58.com/hezu/44621610829713x.shtml,121.473701,31.230416
整租 | 南翔地铁附近 精装loft全新家电家具自住看房方便,旭辉U天地,4200,https://sh.58.com/zufang/44101109174559x.shtml,121.473701,31.230416
单间 | 13号线丰庄站 住嘉佳园 精装主卧带独卫急租 拎包入,住嘉佳园,2450,https://sh.58.com/hezu/44656177598465x.shtml,121.473701,31.230416
整租 | 新出房源 繁华商圈 大两房精美装修 南北朝向 随时看,红梅小区(嘉定),2200,https://sh.58.com/zufang/44389144053644x.shtml,121.473701,31.230416
单间 | 云翔佳苑(南区) 2室1厅1卫 主卧 南,云翔佳苑(南区),1300,https://sh.58.com/hezu/44532737687461x.shtml,121.473701,31.230416
整租 | 丰庄十四街坊，地铁一房，实勘，精装全配，随时看房，拎,丰庄十四街坊,3800,https://sh.58.com/zufang/44721159072016x.shtml,121.473701,31.230416
整租 | 嘉秀新苑 1室2厅1卫 4500元月 电梯房 精装修,嘉秀新苑,4500,https://sh.58.com/zufang/44670145003031x.shtml,121.473701,31.230416
整租 | 丰庄四村，精装一房，交通便利，生活便捷，拎包入住，随,丰庄四村,3500,https://sh.58.com/zufang/44592580486562x.shtml,121.473701,31.230416
单间 | 金沙鼎苑 2室2厅1卫 次卧 南,金沙鼎苑,1200,https://sh.58.com/hezu/44720882275749x.shtml,121.473701,31.230416
