B站id,昵称,性别,回复内容
"我认为日本人重礼仪的本质是明确各种场合的上下关系 下级必须为上级极尽礼数 同时需要おもてなし，就是说做戏做全套。要饱含心意为对方着想。日本到现在都非常普遍的在用“様(大人)”“殿(殿下？)”这种我感觉特夸张的称呼
我们可以看到国与民的上下关系，国上民下，日本有个词“庶民”，当然这个词我国也有。但是我在日本经常听见这个词出现在对话中，已然是一个社会化了的概念。我认识几个女孩子，聊天时每当话题往严肃方向发展时她们都会往往自称庶民，说作为庶民的智慧不够啊云云而停止探讨。或是全部听我说。
不得不说，日本就是个封建主义国家，说难听点他的国民是有奴性的。",102688,霸气少年,男
不是所有日本人的素质都高，也不是所有中国人的素质都低，关键看的是你自己,33686474,两只冼梦奚,保密
就算以后我们有10艘核航母，还是有人当宁愿舔老外。,485969913,大明-神宗朱翊钧,男
对日本人最好的评价:知小礼而不懂大义，惧武威而不怀德。另外，原子弹下无冤魂，别他妈又洗又舔了。,401185491,吃名字的基,保密
不认同说命理学和中医是科学。老师是知道的，也特地用了“中国式的科学”这个词，我觉得很对。不是所有正确的东西都是科学得来的。没有必要非要用科学这个词。,9337198,扭曲的红色光锥_,男
动画你做？,41147255,轻舟一叶过千山,保密
提到中医就心痛，祖宗的智慧都被外人堂而皇之的盗取占有了，自己还在纠结留不留。,316257025,空空悻悻,男
1.08 唯意志论吧，不是唯义自问,9337198,扭曲的红色光锥_,男
有全部的吗？,166704857,自然醒10000,保密
沙发,129044885,七进七出长坂坡,保密
不是客观唯心吗？,15285627,观星隐者,保密
哈哈哈哈哈哈哈哈哈up主做的动画好可爱[爱心],69204196,未看穿天机延续晨曦,保密
棒棒的动画，加油＾０＾~,312480675,风粼曦溯,保密
up主！！！抱拳了！！！如果有可能能不能做个全套啊[doge],27890054,嘟嘟豆豆哒哒哒,男
老哥什么时候露个脸[热词系列_这次一定],443367162,木质难刃,保密
你好∪p主请问有没有第4，有的话请发一个，1371775428@qq.com，叩谢！,67081901,骁持宁力,保密
充电很灵性！,430072105,大伯拉图,保密
其他视频呢？up,29976979,明通造化机,保密
命理学其他的呢,29976979,明通造化机,保密
牛掰   没有过的的为了表演而过度的情绪化,45222175,儒风长存,保密
台词功力真的没话说，太棒了！人物诠释得真好,13746575,书不看完不逛b站,男
我们的工服[哦呼],31914675,老許丶,男
莫名的感动,12796169,裴涵,保密
麦换边了[滑稽],480422081,Faimo,保密
看到永远爱你那里就泪目了,5357112,boozatoki,保密
看哭,9893490,Mr七味唐辛子,男
没有弹幕功能？,396301565,愤怒瑞瑞酱,男
鼓掌,489775250,进击的李豫,保密
卧槽三十多了 看哭了 咋回事 可能背景音乐也不错,525626588,曼施坦因1900,保密
可以,132921148,含瓜瓜,男
火云邪神是你吗,67771352,我是llc,保密
很像啊,316508644,张广一,保密
哈哈哈哈哈哈哈行十一到金宝一下从大侠变成地主家傻儿子[喜极而泣][喜极而泣][喜极而泣],17184633,瓜子花生矿泉水冰阔落,保密
还可以涨知识太好啦,441418278,努努力力沈瓜瓜,保密
是那只在屋檐上等下班的那只？,6763037,三三好萌好可爱,男
我想起来了，有一个视频故宫屋顶上和一堆脊兽排在一起的那只猫猫？,2430135,天上掉下个猫崽崽,保密
好想变成故宫里的猫,86499007,张万里啊,保密
第八,414759446,莫北二,保密
第八,11399458,是你的景,女
打破队形[doge],31541937,黎月魔姑Lily,保密
第七,517689670,Gloriaaaaaa400,保密
第六,24644525,南薰77,保密
第五,15521556,Silk_M,保密
第四,145822523,常笑smile,保密
第二,439909024,来团战吧,保密
好漂亮,340851283,贫道洞顶山人,保密
哈哈😄,8518402,连接了连接了,保密
第三,510848488,猫猫sas,保密
第一[妙啊],300534235,孟叔是个向导,男
"这场中西文化的battle中，杜少乾代表的是在民族和国家落后的背景下，渴望从传统中挣脱，寻求西方先进思想的新势力。
 
而傅函君代表的是守旧势力吗？
 
新旧交替的时代，面对于西方文化的冲击，并非要一味接纳，在也并非要一味排斥。
 
在中方的建筑思想里，她保留的是文化的传承价值，从西方的建筑思想里，她汲取的是人的核心价值。

看似矛盾无法逾越的鸿沟，她周旋其中，寻找扎根「旧」和标立「新」之间的平衡感，将两种价值融合到自己的图纸上。
 
傅函君一直强调的两点，一是坚守文化，一是以人为本。如何传承东方理念，融合西方思想，跨越东西文化，设计蕴含人文精神张力的建筑，才是她一直追求的。
 
杜少乾是除旧立新，傅函君是持旧并新，两人观念上南辕北辙。

传统并非迂腐，文化永不过时。能穿越时间的东西，就该坚守，而坚守远比创新更难。
 
我不了解建筑，但是恰巧我所处的行业属于传统文化领域，不免有所共鸣。",32322723,Elim959,女
着眼大时代背景下老上海建筑行业，展一代建筑匠人情怀风骨，坚守民族文化自信，坚持“以人为本”，怀匠心，同筑梦。,95933800,晨柒暮卉,女
我真的吹爆这部剧，真的太好看了[大哭],260513202,小星砚,女
吹爆土筑，太好看了,349887175,蜃泠城主,保密
剧是真的好看！(=・ω・=)之前我妈催着我结婚生孩子不然老了没有人养没有寄托会很惨，我就是拿这句话怼她的，我为什么要把我的人生寄托在一个男人身上，万一是像我爸那样的不靠谱的人怎么办？我要一直做个怨妇吗？我自己有能力，我也有自己的爱好，根本不存在找不到寄托这种情况！,8711379,胡狸是西西,保密
"(｀・ω・´)老实说 虽然在女主的身上看到了口号 这属于仰望星空
在男主身上看到 生活里的苟且和梦想 这就是脚踏实地

看到筑梦情缘",37757600,圣地的朝圣,保密
取其精华，去其糟粕，批判继承，古为今用。看女主与男二辩论这段我想到了这段话。,35207961,无-有,女
傅函君大小姐真的让人很惊喜(｀・ω・´)大院逃跑那次，沈其南背她她还嫌弃人家弄脏裙子，毕业演讲的时候已经心怀缺少关注的建筑工人们了（不排除沈的影响），让人感觉是在好好成长的女孩子。,50047799,短梦温奶,女
真的每次争论都像神仙打架，每个人都有特点，有对也有错的地方，我是真的觉得台词很棒，编剧好厉害的,301463629,墨影白鸽,保密
就应该多拍这种有深意的片子，希望后面别崩,8450512,小嫣然儿,女
杨幂的大小姐确实演的好！谁在妖魔化杨幂的演技？,199439218,ngbsky,保密
超好看的，不仅仅是感情戏好看，群戏和各种有关建筑专业的也好看，感觉可以学到好多东西啊(=・ω・=),32747748,愿熙兮,女
土筑 真香.奔着杨幂去的 却被小演员和剧情吸引.或许剧情里的套路都很熟悉 但却不让人觉得狗血 整部剧想表达的内涵也很多 也很真实的反应了当时旧社会的种种问题.绝不是某些没看过就妄自定下的流量烂剧,27899160,喀嚓脆的狸,女
必修三文化生活传统文化的继承：取其精华去其糟粕，批判继承古为今用,38396221,锦鲤大仙护体,女
这是最近几年来我最喜欢的瘦瘦的一个角色。因为瘦瘦在我心中就是一个超级阳光活泼且具有正义感的小公主，看到瘦瘦十几岁时的照片，就感觉像一棵正在健康成长着的小树苗！还有这个刘海我第一眼看到是真的觉得萌化我的心惹！这个刘海我感觉真的很衬瘦瘦真挚而又灵动的眼睛[小电视_赞],104691126,寒水乌江渡,女
取其精华去其糟粕 大小姐冲鸭(°∀°)ﾉ,39701747,KYLIN瀛寰,保密
正在追鸭，真的从筑梦情缘学到很多呢[惊喜],178379539,阁戈哥哥,女
这是在背政治？,269801064,隐藏玩家June,保密
大幂幂这个发型，真的蓝瘦。。。导演组是用心打造不适合演员的发型吗？😂😂,32901539,薯片妖怪,女
话我就放在这里了！！！筑梦情缘不好看你来捶我，直播捶我[点赞][点赞][点赞][点赞][点赞][点赞],240367001,就吃这一口,保密
老古董了[tv_doge],473016565,好活也得爪巴,男
10年前的司马老师很有前瞻性呀，感觉B站就司马老师敢打敢拼，敢讲敢说，真是为我们发声。,351960953,龙腾大发,保密
看似平平无奇的“普通”北京胡同大爷[doge],264349812,醉v春风,保密
看到了吗 这就是“普通北京市民”的过往[doge],20341024,张队,保密
让观察者网情何以堪，一群人都干不过司马肝帝[doge],471645094,veryshuai,男
胡同串子能在北大讲课，这是我没想到的[doge],18826058,子元37,男
你能想象几年前，司马老师在微博上被骂成什么样吗？那时候微博评论区里，哪怕有一条理性评论吗？真是此一时彼一时。,37264698,狗吐掰德,男
那年王奶奶还是王阿姨[doge],1509802,暗夜潇歌,男
年轻时候就这么硬[打call],324977567,小賣部坑我們的銭,保密
