marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vines,Impact_factor,review_headline,review_body,total_words,words_number,review_date
US,43685098,RPDIG53UR875Y,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,1,N,-1.0,Five Stars,great for work,"['Stars', 'work', 'for', 'Five', 'great']",5,8/3/2014
US,11634392,R1M8HRW94JOBB1,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,5,1,2,N,1,I love this little microwave,"I love this little microwave. It fits on my countertop easily and does not take up a lot of space. It is large enough to heat everything I use a microwave for.  The controls are intuitive and easy to use. The high setting is only 700 watts which is less than the 1100 watts I was used to so cooking tends to take a bit longer.  The only minor annoyance I have after several days of use is that I have to remove the turntable to fit my coffee cup in the oven.  My cup measures 6&#34; tall and is just a tad too tall to fit with the turntable in. However, I found if I remove the turntable and set the cup on the spindle that turns, it fits perfectly.","['used', 'The', 'turntable', 'tall', 'found', 'countertop', 'lot', 'with', 'minor', 'too', 'use', 'of', 'have', 'several', 'watts', 'love', 'days', 'and', 'in', 'are', 'easily', 'controls', 'a', 'I', 'fit', 'annoyance', 'it', 'longer', 'oven', 'than', 'less', 'to', 'perfectly', 'tad', 'if', 'was', 'measures', 'after', 'so', 'However', 'little', 'heat', 'does', 'for', 'large', '6&#34;', 'setting', 'cup', 'my', 'spindle', 'high', 'only', 'My', 'which', 'remove', 'cooking', 'up', 'space', 'microwave', 'turns', 'intuitive', 'is', 'the', 'take', '700', '1100', 'that', 'tends', 'easy', 'everything', 'It', 'on', 'this', 'set', 'enough', 'fits', 'bit', 'coffee', 'just', 'not']",80,8/2/2014
US,42901456,R125EO1WML3JBB,B00G4CV606,309267414,jx7227sfss - deluxe built-in trim kit for 2.2 microwave ovens/ compatible with peb7226sf models/ stainless steel finish,Major Appliances,3,4,5,N,3.0,It's 26 and 1/2 so there was a 1/4 gap on both sides Would look nice if it,27 trim kit isn't 27 inches. It's 26 and 1/2 so there was a 1/4 gap on both sides  Would look nice if it fit,"['Would', 'kit', ""It's"", ""isn't"", 'if', 'was', 'and', 'gap', '1/4', '26', 'so', '27', 'on', '1/2', 'both', 'inches', 'a', 'fit', 'nice', 'it', 'there', 'look', 'trim', 'sides']",24,8/2/2014
US,32619067,R2FM5MI8H9AFFL,B001C3789A,994339247,magic chef 1.6 cu over-the-range microwave,Major Appliances,5,1,8,N,-6.0,Five Stars,Perfect,"['Five', 'Stars', 'Perfect']",3,7/31/2014
US,49904137,R87XGU53ENGPW,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,1,Works better than I thought it would.,Worked so much better than I expected.  Two light coats and it looked like new.,"['like', 'Works', 'and', 'Worked', 'much', 'coats', 'thought', 'I', 'expected', 'new', 'it', 'would', 'Two', 'light', 'looked', 'better', 'so', 'than']",18,7/30/2014
US,50032265,R3GKYXOQ3IS5CY,B00012ORSS,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,Major Appliances,3,3,3,N,3.0,Three Stars,"Fast shipment, decent product.  Doesn't cook evenly.","['Stars', 'Fast', ""Doesn't"", 'cook', 'decent', 'Three', 'shipment', 'evenly', 'product']",9,7/30/2014
US,12124718,R23DGA5HMNMCGQ,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,1,Well built!,"Very well made with stainless interior. Cooks well but has few bells and whistles, which is fine. Four stars because visibility while cooking is not what I'm used to.  Still a good deal for the price","['used', 'stars', 'interior', 'is', 'for', 'the', 'with', 'but', 'because', 'bells', 'cooking', 'has', 'Four', ""I'm"", 'to', 'Very', 'well', 'while', 'Still', 'good', 'and', 'Well', 'visibility', 'what', 'few', 'which', 'Cooks', 'fine', 'deal', 'price', 'made', 'built', 'a', 'whistles', 'stainless', 'not']",36,7/25/2014
US,4774878,R172GJB6UWYKD1,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,1,2,3,N,1.0,One Star,Did not work so I returned it,"['Did', 'work', 'I', 'returned', 'it', 'so', 'Star', 'not', 'One']",9,7/25/2014
US,14795385,R16S8QG8W87YT9,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,1,2,N,1,"Simple, Inexpensive and straight-forward option","This microwave works well on a counter top.  My previous Microwave had a analog timer so I'm obviously not too picky about microwaves.  It should get the job done on most foods.  The quality is a bit iffy though because the first one I received from Amazon was half &#34;caved in,&#34; literally!  It's really lightweight and simple in design.  A good inexpensive option for regular everyday heating.","['The', 'works', 'microwave', 'picky', 'job', 'Microwave', 'microwaves', 'is', 'the', 'This', 'for', 'received', 'really', 'option', 'analog', 'because', 'design', 'Inexpensive', 'previous', 'get', 'A', 'everyday', 'too', 'should', ""I'm"", 'done', 'foods', ""It's"", 'inexpensive', 'well', 'from', 'obviously', 'quality', 'first', 'in&#34;', 'timer', 'one', 'heating', 'was', 'iffy', '&#34;caved', 'My', 'and', 'in', 'good', 'Simple', 'most', 'Amazon', 'It', 'though', 'counter', 'so', 'on', 'top', 'a', 'I', 'lightweight', 'straight-forward', 'about', 'bit', 'literally', 'regular', 'simple', 'not', 'had', 'half']",66,7/25/2014
US,53000810,R3LKXXAXVAHXXZ,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,5,4,4,N,4.0,Exactly what was needed for my 638 sq ft condo,"This is just adorable; not quite the power of my old AND HUGE microwave oven.  This one is SLEEK and SMALL and very high-tech looking.  It tucks in under my kitchen countertop and in a corner, out of the way.  I have to nuke things a bit longer with this one, but that's okay.","['microwave', 'nuke', 'needed', 'sq', 'is', 'for', 'This', 'the', 'HUGE', 'countertop', 'longer', 'under', 'with', '638', 'very', 'but', 'adorable;', 'oven', 'okay', 'high-tech', 'kitchen', 'to', 'my', 'tucks', 'quite', 'of', 'SLEEK', 'condo', 'have', 'ft', 'one', 'looking', 'things', 'was', 'in', 'and', 'SMALL', 'out', 'old', 'corner', 'power', 'what', ""that's"", 'It', 'Exactly', 'this', 'AND', 'a', 'I', 'bit', 'way', 'just', 'not']",53,7/25/2014
US,12237523,R30Q0MGNLN8GBJ,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,4,1,1,N,1.0,Wonderful product. My first time using anything like this ...,"Wonderful product. My first time using anything like this for microwave repair of burned areas. I was not sure if it would work, but to my surprise it exceeded my expections. I highly reccomend this product.","['microwave', 'work', 'for', 'expections', 'would', 'surprise', 'repair', 'but', 'like', 'burned', 'areas', 'to', 'my', 'of', 'time', 'using', 'first', 'if', 'anything', 'was', 'My', 'sure', 'exceeded', 'Wonderful', 'this', 'I', 'it', 'not', 'reccomend', 'product', 'highly']",31,7/23/2014
US,27713340,R5LPOEAPJSGJ5,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,4,0,1,N,-1.0,Four Stars,Still learning how to use it.,"['Still', 'Stars', 'Four', 'to', 'how', 'use', 'learning', 'it']",8,7/22/2014
US,37638714,R3J433F01Z7LY1,B0073YCGPI,731025324,whirlpool wmh31017aw microwave,Major Appliances,4,0,0,N,1,The template was completely wrong on where to put the ...,"The template was completely wrong on where to put the screw holes on top, resulting in too many holes being drilled into the shelf above.  Other than that, this was a solid purchase.","['The', 'the', 'holes', 'Other', 'than', 'completely', 'too', 'to', 'that', 'above', 'solid', 'many', 'was', 'in', 'being', 'screw', 'into', 'purchase', 'resulting', 'on', 'this', 'top', 'a', 'wrong', 'where', 'put', 'template', 'shelf', 'drilled']",29,7/22/2014
US,6225852,R1LDDIRM4VDPYI,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,5,0,2,N,-2.0,Can't beat this deal...!,"Great item, good price...great quality.","['beat', 'deal', 'this', 'good', 'Great', 'pricegreat', 'quality', 'item', ""Can't""]",9,7/22/2014
US,12839741,R1BNDVB6UBB8MR,B004ZU09QQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,2,3,N,1.0,The button to open the microwave door is too tight ...,"The button to open the microwave door is too tight. You need both hands to open the door. If I'm not too lazy, I would return it.","['The', 'door', 'microwave', 'is', 'the', 'would', 'too', ""I'm"", 'to', 'You', 'return', 'button', 'lazy', 'open', 'need', 'both', 'not', 'I', 'it', 'hands', 'If', 'tight']",22,7/21/2014
US,11904998,R2HOXHYCN5R6F7,B0058CLNBU,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,Major Appliances,5,0,1,N,-1.0,Five Stars,very nice,"['Five', 'Stars', 'very', 'nice']",4,7/18/2014
US,50551396,R21EXUDSDGHA7,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,1,Does the job,"This stuff adheres well, dries quickly and leaves a washable surface.  I used it to replace bubbling paint on a microwave with a painted mild steel lined cavity.","['used', 'job', 'microwave', 'dries', 'the', 'This', 'replace', 'with', 'washable', 'stuff', 'leaves', 'to', 'paint', 'quickly', 'well', 'adheres', 'bubbling', 'painted', 'and', 'lined', 'cavity', 'Does', 'steel', 'on', 'mild', 'surface', 'a', 'I', 'it']",29,7/17/2014
US,33139051,R3HSOTM59MM0MW,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,1,2,7,N,-3.0,Cheap quality,Cheap quality.<br />But you always get what you pay for :(,"['get', 'Cheap', 'pay', 'for', 'what', 'you', 'quality', 'always', '/>But', ':(', 'quality<br']",11,7/15/2014
US,45827189,R12A4KLY6CDPA7,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,1,N,-1.0,Four Stars,Love this product works fine,"['this', 'fine', 'Stars', 'works', 'Four', 'Love', 'product']",7,7/14/2014
US,25821807,R1DCPHU8TZLMJ0,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,4,0,0,N,1,Four Stars,"Love the form factor, but a bit difficult to read display","['display', 'Stars', 'Four', 'form', 'to', 'factor', 'a', 'the', 'read', 'bit', 'Love', 'but', 'difficult']",13,7/14/2014
US,42783284,RGT7RTQ9BY8O4,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,4,4,N,4.0,Microwave Cavity Paint has worked out great so far!!!,This microwave cavity paint has worked out great so far!  We have a GE in-cabinet microwave/oven combo unit so when the paint began to peel off the top of the microwave I was really worried because to replace this unit it is over $1000 due to it being a specialty item.  So I sanded down the top of the microwave really well.  Be sure to get ALL loose paint off - should be totally smooth.  Then when the paint arrived I shook it up real well and applied a coat to the top of the microwave.  It was actually a pretty good sized area I needed to cover.  After letting that coat dry for a couple hours I added a second coat and after a couple more hours I added a third coat.  I want to make sure it was coated good.  So far we have used it for a few weeks and it still looks great.  I showed it to my son and he said the inside looked brand new now!  I let it dry for 36 hours before use as the can didn't have any recommendations or directions for how long to let dry before use.  The smell is overwhelming and I would suggest using eye protection if you must use it inside as the fumes come out toward your face.  I would take a counter top unit outside to treat.  I didn't have that option so I had to just do it.,"['used', 'he', 'or', 'The', 'we', 'Microwave', 'smell', 'replace', 'arrived', 'due', 'before', 'We', 'now', 'treat', 'want', 'So', 'use', 'of', 'have', 'down', 'any', 'fumes', 'brand', 'out', 'and', 'directions', 'worried', 'son', 'counter', 'combo', 'over', 'pretty', 'inside', 'must', 'real', 'a', 'I', 'it', 'cover', 'letting', 'dry', 'needed', 'how', 'This', 'your', 'off', 'actually', 'option', 'item', 'coat', 'get', 'should', 'to', 'GE', 'began', 'if', 'eye', 'shook', 'was', 'being', 'new', 'few', 'after', 'cavity', 'smooth', 'hours', 'outside', 'so', 'showed', 'protection', 'added', 'loose', 'looks', 'recommendations', 'had', 'second', 'toward', 'Paint', 'sanded', 'for', 'far', 'Then', 'you', 'face', 'my', 'paint', 'well', 'Cavity', 'totally', 'applied', 'using', 'can', 'Be', '36', 'more', 'third', 'good', 'as', 'sure', 'do', 'in-cabinet', 'make', 'specialty', '-', 'coated', 'area', 'up', 'when', 'overwhelming', 'microwave', 'said', 'let', 'peel', 'is', 'the', 'ALL', 'take', 'would', 'really', 'looked', 'because', 'weeks', 'be', 'has', 'long', '$1000', 'that', 'worked', 'microwave/oven', 'still', 'couple', 'It', ""didn't"", 'come', 'great', 'this', 'top', 'unit', 'sized', 'suggest', 'just', 'After']",142,7/14/2014
US,38271499,R3LFQF7CCRYE81,B0058CLNC4,215953885,"samsung smh1816 1.8 cu. ft. over the range microwave with sensor cooking,",Major Appliances,5,1,1,N,1.0,IT TALKS TO YOU AND DOES THE JOB,"love the microvave,especially the prompts which makes initial usage inherently friendly and easy to navigate.heats well-we're very satisfied with it.","['satisfied', 'YOU', 'the', 'with', 'initial', 'very', 'DOES', 'to', 'friendly', 'usage', 'TO', 'love', 'prompts', 'easy', 'and', ""well-we're"", 'navigateheats', 'IT', 'microvaveespecially', 'which', 'JOB', 'TALKS', 'makes', 'THE', 'AND', 'it', 'inherently']",27,7/14/2014
US,24157368,R3CK4WCJW9G7NS,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,1,1,N,1.0,Perfect!,"I love this new little microwave- I had no room in my small kitchen, but I hardly know it's there, it takes up so little space. The only thing I don't like is, there are 2 removable separate plastic parts under the glass plate turn table- more parts to worry about should they ever get lost. The plate rests on one of the plastic parts (the turner with wheels) which makes the plate about 1 and a half inches higher than the bottom- which makes smaller space to fit tall items. There is no grove in the floor bottom in which the plate would normally sit.<br />The whole unit is easy to clean- ALL, including the inside, is flat and smooth- no dials or protrusions. It has only a 30 second button, so must press the button 8 times to get 4 minutes- which perfectly heats a cup of coffee. The only easy cook button is for popcorn which only gives you 2 and a half minutes- I don't know why the manufacturer would choose &#34;popcorn&#34; when coffee/tea is used much more often. This small microwave fits my big dinner plates easily. I am very happy with this product- so easy to use and clean.","['used', 'or', 'The', 'tall', '30', 'plastic', 'removable', 'with', 'dials', '1', 'ever', 'bottom-', 'of', 'manufacturer', 'use', 'minutes-', '&#34;popcorn&#34;', 'love', 'rests', 'sit<br', 'in', 'and', 'often', 'smaller', 'are', 'clean-', 'popcorn', 'inside', 'separate', 'makes', 'must', 'coffee/tea', 'a', 'whole', 'I', 'fit', 'protrusions', 'easily', 'it', 'items', 'glass', 'times', 'button', 'higher', 'lost', 'gives', 'plates', 'This', 'under', 'room', 'very', 'than', 'get', '(the', 'should', 'turn', 'to', ""don't"", 'wheels)', 'perfectly', 'product-', 'one', 'no', 'new', 'so', 'hardly', 'am', 'little', 'table-', 'small', 'about', 'takes', 'worry', 'had', 'plate', 'big', 'second', 'happy', 'Perfect', '2', 'normally', 'dinner', 'for', 'you', 'flat', 'but', 'grove', 'cup', 'kitchen', 'they', 'my', 'floor', 'more', 'turner', 'microwave-', 'only', 'much', 'which', 'There', 'heats', 'including', 'inches', 'cook', ""it's"", 'up', 'when', 'space', 'microwave', 'is', 'the', 'ALL', 'would', 'clean', 'like', 'why', 'has', 'parts', 'choose', 'smooth-', 'know', 'easy', 'press', '4', 'It', 'on', 'this', '8', '/>The', 'unit', 'coffee', 'fits', 'there', 'thing', 'bottom', 'half']",135,7/14/2014
US,13323067,R13A2T7MHMCVBV,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,4,6,6,N,6.0,A good small microwave,This is a truly compact microwave.  I wanted something with a small footprint but functions well.  This oven has fit the bill.  It sits in a corner on my counter.  As some have mentioned you can't program the time you want but have to hit the controls to add 5 seconds or 30 seconds.  This aspect is not ideal but also not big large problem.  I am very satisfied with this purchase,"['or', 'satisfied', 'microwave', 'truly', '30', 'is', 'the', 'This', 'you', 'with', 'bill', 'program', 'very', 'but', 'functions', 'mentioned', 'oven', 'seconds', 'ideal', 'also', 'sits', 'has', 'A', 'want', 'aspect', 'to', 'my', 'large', 'well', 'time', 'have', 'some', 'good', 'in', 'problem', 'corner', 'wanted', 'add', 'It', 'counter', 'something', 'purchase', 'on', 'this', 'am', 'controls', 'hit', 'a', 'I', 'fit', '5', 'small', 'footprint', ""can't"", 'compact', 'not', 'As', 'big']",58,7/13/2014
