整租 | 优尚公寓直租，近佐阾购物中心大润发，loft一房一厅,优城商务大厦,2680,https://sz.58.com/zufang/43561408828185x.shtml
整租 | 富茂新村 1室1厅1卫,富茂新村,2000,https://sz.58.com/zufang/45495031626668x.shtml
整租 | 带空中花园，地下车库  大三房,金威大厦,3200,https://sz.58.com/zufang/45421853258117x.shtml
整租 | 5号线 塘朗城 二房一厅 这是我们梦想的寄托，温馨小,沙元埔村132号,2980,https://sz.58.com/zufang/38550302023949x.shtml
整租 | 长湖地铁口 华盛峰汇豪装复式大三房小区居住环境舒适,华盛峰荟名庭,4000,https://sz.58.com/zufang/45322438948909x.shtml
整租 | 福田上班还在找房的看过来 一房一厅价格优惠 超近地铁,白石龙一区,2000,https://sz.58.com/zufang/45519748234031x.shtml
整租 | 双地铁口 泰莱雅苑3房2厅2卫 采光好 家私家电齐全,泰莱雅苑,3800,https://sz.58.com/zufang/44798284388261x.shtml
整租 | 1866绿景公馆，诚心出租，看房方便，有钥匙,绿景公馆1866(北区),4000,https://sz.58.com/zufang/45439905756331x.shtml
整租 | 装修豪华面积51平的高品质一房，高性价比,星河传奇,3200,https://sz.58.com/zufang/44988318268941x.shtml
整租 | 五号线民治近地铁 精装两房1厅 家私家电全齐 拎包入,南景新村,2800,https://sz.58.com/zufang/45474827795858x.shtml
整租 | 龙华清湖地铁口300米 2室2厅  精装修,金湖雅苑,3500,https://sz.58.com/zufang/45488268070018x.shtml
整租 | 租房免租1个月近地铁，押一付一还可短租，家私齐全可领,龙胜村,2599,https://sz.58.com/zufang/43805682944392x.shtml
整租 | 观澜二小旁泰莱雅苑一房出租 双地铁口物业 福城天虹,泰莱雅苑,2300,https://sz.58.com/zufang/45308506372756x.shtml
整租 | 整租 近 牛栏前大厦 展涛大厦 港深国际中心 万众城,万众城生活区,2980,https://sz.58.com/zufang/45473003665690x.shtml
整租 | 民治展滔大厦牛栏前村 2500元月电梯房 精装修 4,牛栏前村,2500,https://sz.58.com/zufang/45518615355561x.shtml
整租 | 整租福景花园 上寓公寓 户型舒适 采光大单间 免网络,富联新村,2880,https://sz.58.com/zufang/44191646730653x.shtml
整租 | 观澜二小附近，华盛观荟，四号线 长湖地铁口，一房一厅,华盛观荟,2800,https://sz.58.com/zufang/45375756152078x.shtml
整租 | 4号线清湖北地铁口展润大厦保利天街龙华汽车站豪华装修,富联二区,2800,https://sz.58.com/zufang/44657732203910x.shtml
整租 | 四号线地铁口旁，华盛峰荟精装修单间空房，非常宜居,华盛峰荟名庭,2000,https://sz.58.com/zufang/45329535324347x.shtml
整租 | 白石龙精装修一房一厅 交通方便 家电齐全可以拎包入住,白石龙村,2680,https://sz.58.com/zufang/45264904599972x.shtml
整租 | 5号线民治精装一房一厅本户型只有一套,樟坑一区2栋小区,2180,https://sz.58.com/zufang/44709733442561x.shtml
整租 | 四号线地铁口 长湖站，天虹附近，华盛观荟，一房一厅齐,华盛观荟,2700,https://sz.58.com/zufang/45342050596628x.shtml
整租 | 押一阳台梅林关 精装公寓 民治地铁口600米，龙塘新,横岭三区,2200,https://sz.58.com/zufang/42123831727517x.shtml
整租 | 深圳北  红山 上塘 民治 单间一房两房均有 任君挑,润达圆庭,2580,https://sz.58.com/zufang/45510366316076x.shtml
整租 | 红山深圳北一房一厅直租无中介押一付一民水民电,西头新村,2299,https://sz.58.com/zufang/45031000942241x.shtml
整租 | 观澜住家办公必看户型  超大客厅卧室厨房,康淮物流园,2550,https://sz.58.com/zufang/43637479697436x.shtml
整租 | 观澜二小，人民公园旁，单身公寓齐全租，观澜四号线地铁,华盛观荟(商住楼),2000,https://sz.58.com/zufang/45332024179080x.shtml
整租 | 近地铁 近华润万家大两房整租,景乐新村,2100,https://sz.58.com/zufang/45398144051741x.shtml
整租 | 龙塘村 2室1厅1卫,龙塘村,2300,https://sz.58.com/zufang/45484503056261x.shtml
整租 | 世纪春城7号地 1室1厅1卫,世纪春城7号地,3300,https://sz.58.com/zufang/45484536930490x.shtml
单间 | 大唐时代公寓 1室1厅1卫 主卧 东,大唐时代公寓,2100,https://sz.58.com/hezu/45484532525483x.shtml
整租 | 悦湖大厦 2室2厅1卫,悦湖大厦,3400,https://sz.58.com/zufang/45420947510828x.shtml
整租 | 惠鑫公寓 2室1厅1卫,惠鑫公寓,3100,https://sz.58.com/zufang/45440037918265x.shtml
整租 | 沙元埔村 2室1厅1卫,沙元埔村,2500,https://sz.58.com/zufang/45473487641005x.shtml
整租 | 民乐花园 3室2厅1卫,民乐花园,3600,https://sz.58.com/zufang/45353243702838x.shtml
整租 | 玉翠新村A区 3室1厅2卫,玉翠新村A区,2500,https://sz.58.com/zufang/45032780224649x.shtml
整租 | 大浪九区 3室1厅1卫,大浪九区,2200,https://sz.58.com/zufang/41517083208198x.shtml
整租 | 大浪义乌菜市场附近 盛旺家园 精装3房2厅 家电齐全,盛旺家园,4000,https://sz.58.com/zufang/45406156886458x.shtml
整租 | 5号线，民治地铁大润发一房一厅出租，福田南山西丽大学,水尾新村,2580,https://sz.58.com/zufang/45431870936218x.shtml
整租 | 近天汇大厦，展滔大厦，油松两房一厅家电齐全拎包入住。,油园新村,2400,https://sz.58.com/zufang/45538965311905x.shtml
整租 | 整租一房一厅 精装修拎包入住 月付 免中介 签约送一,创业花园,2369,https://sz.58.com/zufang/44911726514728x.shtml
整租 | 四号线地铁口，温馨一房,华盛观荟,3200,https://sz.58.com/zufang/45516707391754x.shtml
整租 | 整租富联一区  户型舒适 采光大单间 电梯房 户型舒,清湖名苑,2880,https://sz.58.com/zufang/44212568436645x.shtml
整租 | 观澜首誉 2房性价比超高！近茜坑地铁 田背公交 比邻,美佳华首誉(商住楼),3900,https://sz.58.com/zufang/45495104888202x.shtml
整租 | 店长力荐，观澜体育公园旁豪华装修复式一房一厅全齐新房,嘉霖微商大楼,2800,https://sz.58.com/zufang/45284859059849x.shtml
整租 | 宽敞大两房，拎包入住，精装修品牌公寓 民乐 梅林关,横岭三区,3400,https://sz.58.com/zufang/42202914347813x.shtml
整租 | 整租 无中介近地铁精装拎包住 民水民电 押一付一 免,元芬新村,2599,https://sz.58.com/zufang/44381154216067x.shtml
整租 | 美中学校旁 观澜天虹 出门就是轻轨 诚心出租无需多虑,大和名居,3300,https://sz.58.com/zufang/45517573429024x.shtml
整租 | 物业直租 精装公寓，家私家电齐全，可以直接拎包入住，,龙胜新村,3000,https://sz.58.com/zufang/45443739222047x.shtml
整租 | 整租 清湖地铁站尚美中心国鸿大厦旁 精装两房一厅家具,富联新村,2800,https://sz.58.com/zufang/45408597897657x.shtml
整租 | 龙胜元芬地铁口 陶吓新村 物业直租3房2卫 近锦华福,陶吓新村,3000,https://sz.58.com/zufang/43409276507804x.shtml
整租 | 丰润花园2楼74平豪华装修租4000元，实景图片，看,丰润花园,4000,https://sz.58.com/zufang/45516563522196x.shtml
整租 | 苹果园 楼下商业街 一房一厅 有钥匙,苹果园,3500,https://sz.58.com/zufang/45495195112325x.shtml
整租 | 民治白石龙双地铁口 民水民电 有燃气做饭 采光好,鑫茂公寓,2950,https://sz.58.com/zufang/44853949200133x.shtml
整租 | 同地段小区醉便宜一套，想知道为什么点进来 背后原因令,龙光玖龙玺,3999,https://sz.58.com/zufang/45453975985044x.shtml
整租 | 白石龙地铁口天然气可做饭 4号线5号线！精装一房一厅,鑫茂公寓,3300,https://sz.58.com/zufang/41284485214343x.shtml
整租 | 竹村地铁口 田背花园 3室2厅 3000元月  配套,田背花园,3000,https://sz.58.com/zufang/45517494137740x.shtml
整租 | 清湖地铁站 富联二区 2室1厅1卫 采光好 配置齐全,富联二区,2300,https://sz.58.com/zufang/45430441417767x.shtml
整租 | 百丽名苑 2室2厅1卫 免费停车随时看房 南北通透,百丽名苑,2400,https://sz.58.com/zufang/45397640535184x.shtml
整租 | 白石龙地铁民乐澳门新村 1室1厅1卫  精装修 电梯,民乐澳门新村,2380,https://sz.58.com/zufang/45475714981788x.shtml
整租 | 观澜二中 轻轨锦鲤站 锦鲤一村 精装两房 家私齐全拎,锦鲤一村,2000,https://sz.58.com/zufang/44809273182725x.shtml
整租 | 清湖200米 大一房一厅 采光超好 独立厨卫 可养小,富联一区,2180,https://sz.58.com/zufang/41684261799701x.shtml
整租 | 签约免租一个月，民水民电，近福田南山，交通便利,鑫茂公寓,2550,https://sz.58.com/zufang/45129409915810x.shtml
整租 | 龙塘新村 2室1厅1卫,龙塘新村,3500,https://sz.58.com/zufang/41120135194262x.shtml
整租 | 龙军花园 3室2厅2卫,龙军花园,3900,https://sz.58.com/zufang/38765789230993x.shtml
整租 | 樟坑三区 2室1厅1卫,樟坑三区,3000,https://sz.58.com/zufang/44136221600641x.shtml
整租 | 上油松村 2室1厅1卫,上油松村,2600,https://sz.58.com/zufang/45407260754860x.shtml
整租 | 弓村 1室1厅1卫,弓村,2200,https://sz.58.com/zufang/45496314538295x.shtml
整租 | 警备区龙华公寓 2室1厅1卫,警备区龙华公寓,3500,https://sz.58.com/zufang/45496516212274x.shtml
整租 | 招商澜园(南区) 1室1厅1卫,招商澜园(南区),3000,https://sz.58.com/zufang/45329824836504x.shtml
整租 | 山咀头村 2室1厅1卫,山咀头村,2650,https://sz.58.com/zufang/44758535945631x.shtml
整租 | 潜龙阁 1室1厅1卫,潜龙阁,2500,https://sz.58.com/zufang/45497756262174x.shtml
整租 | 依山而建，花园小区，大3房，实图实价，看房方便，车位,依山小筑,2500,https://sz.58.com/zufang/45510115477045x.shtml
整租 | 大两房 翔龙御庭 近上塘荟商场，地铁就在门口，拎包入,翔龙御庭,3500,https://sz.58.com/zufang/45299475560846x.shtml
整租 | 距龙华汽车站300米，公寓出租，附近生活便利。,高坳新村,2000,https://sz.58.com/zufang/45332739936141x.shtml
整租 | 支付宝信用可押一 4号线民乐白石龙 一个电话还你一个,民乐澳门新村,2000,https://sz.58.com/zufang/45450066727327x.shtml
整租 | 5号线民治地铁口 近大润发 精装一房一厅 拎包入住,塘水围老村,2000,https://sz.58.com/zufang/45461993719823x.shtml
整租 | 玉华花园 2室2厅1卫 3500元月 精装修 可拎包,玉华花园,3000,https://sz.58.com/zufang/45362143393801x.shtml
整租 | 豪华装修！家私齐全！只此一套！因业主工作调动急租！,潜龙鑫茂花园(A区),3980,https://sz.58.com/zufang/45065101900575x.shtml
整租 | 观澜百丽名苑精装1房1厅急租。。。小区免费停车,百丽名苑,2200,https://sz.58.com/zufang/45494246460857x.shtml
整租 | 龙军花园临靠龙胜4号线，高楼层，鸟瞰整个龙胜，拎包入,龙军花园,2100,https://sz.58.com/zufang/45428455063059x.shtml
整租 | 人人乐对面 苹果园精致一房，家私齐全，只要2000拎,苹果园,2000,https://sz.58.com/zufang/45439380184877x.shtml
整租 | 出门200米上塘地铁站回家便捷，家私齐全拎包入住！,潜龙曼海宁(北区),3700,https://sz.58.com/zufang/44876153931431x.shtml
整租 | 特价送网络 龙华汽车站 保利悦都 玉翠新村 两房,玉翠新村B区,2000,https://sz.58.com/zufang/45277246675610x.shtml
整租 | 全新酒店式公寓，家私家电齐全，独立厨房，独立卫生间，,丹枫雅苑,3300,https://sz.58.com/zufang/45510855015090x.shtml
整租 | 双地铁口，金地物业护航，满五还本，朝南看花园，急卖！,金地上塘道(二期),4000,https://sz.58.com/zufang/45517035970600x.shtml
整租 | 如果可以 真想天天和你在一起 答应我房子在等你,东泉新村,2380,https://sz.58.com/zufang/45409131896999x.shtml
整租 | 四号线长湖地铁口，温馨单间，家私齐全，拎包入住，价格,华盛观荟,2000,https://sz.58.com/zufang/45354134953103x.shtml
整租 | 4号线民乐地铁口，书香门第上河坊大一坊，家私齐全，业,书香门第上河坊,3100,https://sz.58.com/zufang/45495542091446x.shtml
整租 | 地铁口复式公寓出租 价格实惠 3房2厅 通燃气 温馨,华盛观荟,3500,https://sz.58.com/zufang/45476557733893x.shtml
整租 | 清湖星光城旁 美丽365花园 精装两大房大客厅 花园,美丽365花园,4000,https://sz.58.com/zufang/45506127773592x.shtml
整租 | 百丽名苑 2室1厅1卫 精装修 80平 家私家电全齐,百丽名苑,3000,https://sz.58.com/zufang/45289087120268x.shtml
整租 | （业主诚租）龙华公寓精装两房 东南朝向采光好 出行方,警备区龙华公寓,2700,https://sz.58.com/zufang/45085917794969x.shtml
整租 | 急租深业泰然观澜玫瑰苑好房 便宜 只此一套,深业泰然观澜玫瑰苑,3300,https://sz.58.com/zufang/45521532443168x.shtml
整租 | 华盛盛荟名庭 华盛盛荟名庭 2室2厅1厨1卫59.0,华盛峰荟名庭,4000,https://sz.58.com/zufang/45089795475098x.shtml
整租 | 上塘上芬双地铁口，潜龙曼海宁精装一房，全齐出租，看房,潜龙曼海宁(北区),3500,https://sz.58.com/zufang/45351532310558x.shtml
整租 | 民治大三房 急租 业主诚心 家私齐全 保养很好 欢迎,丰润花园,3900,https://sz.58.com/zufang/45539245319738x.shtml
整租 | 民乐白石龙地铁口 阳台一房一厅 精装电梯 采光等你过,白石龙一区,2400,https://sz.58.com/zufang/45395989861041x.shtml
整租 | 金威大厦 2室1厅1卫,金威大厦,2300,https://sz.58.com/zufang/45474289352623x.shtml
整租 | 悦湖大厦 2室1厅1卫,悦湖大厦,3000,https://sz.58.com/zufang/44934230522258x.shtml
整租 | 福景花园 2室2厅1卫,福景花园,3200,https://sz.58.com/zufang/45394595181987x.shtml
整租 | 樟坑二区6栋小区 1室1厅1卫,樟坑二区6栋小区,2500,https://sz.58.com/zufang/45420064505909x.shtml
整租 | 佳华领域广场 2室1厅1卫,佳华领域广场,3600,https://sz.58.com/zufang/45389521547063x.shtml
整租 | 龙安大厦 3室2厅2卫,龙安大厦,4000,https://sz.58.com/zufang/45398630911879x.shtml
整租 | 三合华侨新村 4室2厅2卫,三合华侨新村,2800,https://sz.58.com/zufang/45473883445143x.shtml
单间 | 鸿荣源壹成中心花园 3室1厅1卫 主卧 北,鸿荣源壹成中心花园,2600,https://sz.58.com/hezu/45473597940484x.shtml
整租 | 潜龙鑫茂花园(C区) 1室0厅1卫,潜龙鑫茂花园(C区),2500,https://sz.58.com/zufang/45473539174712x.shtml
整租 | 大浪颐丰华 新百丽旁 华联丰大厦精装3房 带空中花园,华联丰大厦,3400,https://sz.58.com/zufang/45516711591471x.shtml
整租 | 急租急租急租茜坑地铁300米交通方便周边有福城天虹比,美佳华首誉,3700,https://sz.58.com/zufang/45495248070913x.shtml
整租 | 2021租个好房，换种生活方式别让自己太累了。,天天公寓,2800,https://sz.58.com/zufang/45377461122985x.shtml
整租 | 观澜4号线地铁口 深业泰然玫瑰苑 精装一房一厅出租家,深业泰然观澜玫瑰苑,3300,https://sz.58.com/zufang/45329879630869x.shtml
整租 | 观澜地铁口，精装两房 家私家电齐全 拎包入住,佳华领域广场,2700,https://sz.58.com/zufang/45367366779789x.shtml
整租 | 深圳北红山直租公寓 民水电 免费健身房 通达福田,创业花园,2300,https://sz.58.com/zufang/44897992515844x.shtml
整租 | 民治地铁精装两房一厅拎包入住，采光通风好大阳台，可用,南景新村,2400,https://sz.58.com/zufang/45430835339547x.shtml
整租 | 清湖地铁口超大豪华单间，独立花园，独立阳台，小区房单,富联新村,2880,https://sz.58.com/zufang/45441792499497x.shtml
整租 | 绿景公馆精装一房，户型方正，朝向好,绿景公馆1866(北区),4000,https://sz.58.com/zufang/45439908605347x.shtml
整租 | 阳基御龙山  精装修  采光好，通风透气，环境优美,阳基御龙山,3600,https://sz.58.com/zufang/45408823277615x.shtml
整租 | 龙华 上芬地铁站旁 大两房一厅 阳台光线好 家电齐全,西头瓜地新村68号小区,2600,https://sz.58.com/zufang/45302693804438x.shtml
整租 | 龙华观澜4号线地铁口，深业泰然玫瑰苑温馨一房一厅,深业泰然观澜玫瑰苑,2800,https://sz.58.com/zufang/45486995119897x.shtml
整租 | 沙元埔48栋小区 2室1厅1卫 2988元月 精装修,沙元埔48栋小区,2980,https://sz.58.com/zufang/45321363609141x.shtml
整租 | 整租 五号线 民治 潜龙花园一房一厅 单间   拎包,潜龙花园,2400,https://sz.58.com/zufang/45412332453414x.shtml
整租 | 龙华清湖北地铁口金湖雅苑精装大两房户型方正，南北通透,金湖雅苑,3300,https://sz.58.com/zufang/45495488341380x.shtml
整租 | 滢水山庄 精装大两房 家私齐全 拎包入住 随时看房,滢水山庄(一区),3400,https://sz.58.com/zufang/44867692794502x.shtml
整租 | 创业花园 免租一个月 立减2000 民用水电精装公寓,创业花园,2069,https://sz.58.com/zufang/45507881399092x.shtml
